timestamp,PV.DC Power,BESS.DC Power,Battery Group 1.DC Power,Battery Group 2.DC Power,Battery Group 3.DC Power,Battery Group 4.DC Power,Inverter.Active Power,L2 7650 Meter.Active Power,OASIS POI.Active Power
="2017-12-21 00:00:00",0.1,-5.9,-0.8,-2.2,-1.5,-1.3,-8.9,,-27.2
="2017-12-22 00:00:00",8.2,-1.9,-0.2,-0.9,-0.5,-0.3,4.8,,-12.3
="2017-12-23 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.5
="2017-12-24 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.3
="2017-12-25 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.4
="2017-12-26 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.9
="2017-12-27 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.3
="2017-12-28 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.9
="2017-12-29 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.5
="2017-12-30 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.8
="2017-12-31 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-17.0
="2018-01-01 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-19.7
="2018-01-02 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-17.2
="2018-01-03 00:00:00",3.8,-3.9,-0.7,-1.4,-1.0,-0.8,-1.6,,-20.6
="2018-01-04 00:00:00",1.4,-3.1,-0.3,-1.1,-0.9,-0.8,-4.0,,-22.3
="2018-01-05 00:00:00",-0.0,-3.1,-0.3,-1.3,-0.9,-0.7,-5.4,,-22.4
="2018-01-06 00:00:00",-0.0,-3.1,-0.4,-1.2,-0.9,-0.7,-5.5,,-22.3
="2018-01-07 00:00:00",-0.0,-2.9,-0.5,-1.1,-0.8,-0.5,-5.3,,-18.4
="2018-01-08 00:00:00",-0.0,-3.2,-0.3,-1.3,-0.9,-0.7,-5.4,,-30.4
="2018-01-09 00:00:00",9.7,-2.8,-0.4,-1.1,-0.8,-0.5,4.3,,-16.6
="2018-01-10 00:00:00",9.5,-2.0,-0.1,-0.9,-0.6,-0.4,4.9,,-15.7
="2018-01-11 00:00:00",-0.0,-6.8,-1.4,-2.2,-1.8,-1.4,-9.0,,-21.2
="2018-01-12 00:00:00",1.2,-0.0,-0.0,0.0,-0.0,-0.0,-0.1,,-19.3
="2018-01-13 00:00:00",-0.0,0.0,-0.0,0.0,0.0,0.0,-2.2,,-19.3
="2018-01-14 00:00:00",12.0,-0.2,0.0,-0.3,0.0,0.0,9.1,,-6.3
="2018-01-15 00:00:00",10.1,-11.6,-1.6,-4.5,-3.1,-2.5,-3.8,,-23.9
="2018-01-16 00:00:00",7.1,-2.9,-0.3,-1.1,-0.9,-0.7,1.9,,-17.0
="2018-01-17 00:00:00",-0.0,-3.2,-0.4,-1.3,-0.9,-0.5,-5.4,,-25.5
="2018-01-18 00:00:00",6.3,-3.5,-0.6,-1.1,-0.9,-0.9,0.4,,-19.0
="2018-01-19 00:00:00",0.2,-2.4,-0.1,-1.4,-0.5,-0.4,-3.1,,-22.5
="2018-01-20 00:00:00",1.8,-1.8,-0.1,-0.8,-0.5,-0.3,-2.5,,-16.8
="2018-01-21 00:00:00",7.9,-4.4,-0.7,-1.6,-1.2,-0.9,1.0,,-14.4
="2018-01-22 00:00:00",14.2,-2.8,-0.3,-1.2,-0.8,-0.5,8.9,,-12.4
="2018-01-23 00:00:00",0.0,-2.9,-0.5,-0.9,-0.8,-0.7,-5.2,,-27.3
="2018-01-24 00:00:00",0.0,-3.1,-0.5,-1.0,-0.8,-0.7,-5.3,,-26.8
="2018-01-25 00:00:00",-0.0,-3.8,-0.3,-1.9,-1.0,-0.6,-5.9,,-24.5
="2018-01-26 00:00:00",8.6,-2.0,-0.3,-0.6,-0.6,-0.5,4.9,,-10.9
="2018-01-27 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.9
="2018-01-28 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-12.3
="2018-01-29 00:00:00",-0.0,-3.6,-0.3,-1.8,-0.9,-0.5,-4.7,,-20.1
="2018-01-30 00:00:00",9.1,-3.4,-0.7,-1.0,-0.8,-0.9,3.2,,-12.5
="2018-01-31 00:00:00",3.9,-1.9,-0.0,-0.8,-0.6,-0.4,-0.6,,-19.6
="2018-02-01 00:00:00",0.0,-4.9,-0.7,-2.1,-1.3,-0.9,-7.0,,-24.7
="2018-02-02 00:00:00",2.9,-3.3,-0.5,-1.3,-1.0,-0.5,-2.6,,-19.4
="2018-02-03 00:00:00",1.2,-1.9,-0.2,-0.7,-0.5,-0.5,-3.1,,-17.0
="2018-02-04 00:00:00",2.7,-4.6,-0.7,-1.6,-1.2,-1.0,-4.1,,-18.8
="2018-02-05 00:00:00",7.7,-3.5,-0.5,-1.2,-1.0,-0.8,1.6,,-18.8
="2018-02-06 00:00:00",0.0,-3.1,-0.4,-1.3,-0.9,-0.5,-5.3,,-25.2
="2018-02-07 00:00:00",0.0,-3.0,-0.3,-1.2,-0.9,-0.6,-5.3,,-25.2
="2018-02-08 00:00:00",12.4,-3.4,-0.5,-1.3,-1.0,-0.7,6.5,,-11.6
="2018-02-09 00:00:00",12.4,4.3,1.2,0.8,1.1,1.2,14.1,,-4.2
="2018-02-10 00:00:00",25.0,-5.1,-1.0,-1.7,-1.2,-1.2,17.6,,2.2
="2018-02-11 00:00:00",29.8,-2.1,-0.1,-1.5,-0.2,-0.2,24.9,,5.9
="2018-02-12 00:00:00",30.6,-4.6,-0.7,-1.5,-1.4,-1.0,24.1,,7.6
="2018-02-13 00:00:00",13.5,-10.4,-2.0,-3.2,-2.7,-2.5,0.8,,-19.4
="2018-02-14 00:00:00",5.1,6.4,1.9,1.4,1.6,1.5,8.8,,-15.6
="2018-02-15 00:00:00",8.3,-13.6,-2.6,-4.3,-3.4,-3.3,-7.5,,-28.7
="2018-02-16 00:00:00",12.3,-1.6,-0.4,-0.4,0.1,-0.8,7.7,,-5.5
="2018-02-17 00:00:00",9.8,-5.1,-0.6,-2.0,-1.8,-0.7,2.4,,-13.3
="2018-02-18 00:00:00",2.7,-3.5,-0.4,-1.2,-1.0,-0.9,-3.1,,-21.1
="2018-02-19 00:00:00",26.6,-3.7,-0.6,-1.4,-1.0,-0.8,20.0,,-5.7
="2018-02-20 00:00:00",13.6,-1.4,-0.2,-0.6,-0.4,-0.3,10.6,,-8.6
="2018-02-21 00:00:00",9.4,-2.9,-0.0,-1.4,-0.7,-0.7,4.7,,-19.9
="2018-02-22 00:00:00",0.0,-0.2,-0.1,-0.1,-0.0,-0.0,-0.4,,-25.4
="2018-02-23 00:00:00",0.0,-2.3,-0.5,-0.9,-0.6,-0.3,-3.4,,-25.5
="2018-02-24 00:00:00",0.0,-3.1,-0.2,-1.1,-0.8,-0.9,-5.3,,-19.3
="2018-02-25 00:00:00",18.9,0.9,0.2,0.2,0.2,0.3,16.2,,0.6
="2018-02-26 00:00:00",5.6,-3.8,-0.9,-1.1,-0.9,-0.9,0.2,,-22.1
="2018-02-27 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-8.5
="2018-02-28 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-16.0
="2018-03-01 00:00:00",24.5,-0.8,0.2,-0.4,-0.3,-0.2,22.7,,3.1
="2018-03-02 00:00:00",-0.0,-4.8,-0.7,-1.4,-1.4,-1.2,-6.5,,-26.2
="2018-03-03 00:00:00",26.8,-3.6,-0.5,-1.1,-1.1,-0.9,21.1,,2.0
="2018-03-04 00:00:00",13.4,-3.7,-0.4,-1.1,-1.1,-1.0,7.9,,-10.1
="2018-03-05 00:00:00",9.7,-1.6,-0.1,-0.5,-0.5,-0.6,6.0,,-25.4
="2018-03-06 00:00:00",12.7,-5.2,-0.6,-1.5,-1.4,-1.7,5.5,,-14.0
="2018-03-07 00:00:00",18.3,-2.5,-0.2,-0.8,-0.6,-0.9,14.1,,-7.7
="2018-03-08 00:00:00",0.1,-3.7,-0.6,-1.1,-1.1,-0.9,-5.5,,-22.4
="2018-03-09 00:00:00",27.7,-3.2,-0.3,-1.3,-1.0,-0.7,20.8,,-0.0
="2018-03-10 00:00:00",31.2,-2.6,-0.5,-1.1,-0.6,-0.5,25.0,,11.6
="2018-03-11 00:00:00",31.5,-3.0,-0.3,-1.2,-0.8,-0.7,25.0,,12.4
="2018-03-12 01:00:00",33.7,-3.5,-0.5,-1.3,-0.9,-0.7,26.8,,7.3
="2018-03-13 01:00:00",5.1,-3.5,-0.3,-1.6,-0.8,-0.7,-1.2,,-18.9
="2018-03-14 01:00:00",10.4,-2.8,-0.3,-1.1,-0.7,-0.7,4.8,,-15.2
="2018-03-15 01:00:00",37.7,-3.2,-0.4,-1.3,-0.8,-0.7,31.1,,7.6
="2018-03-16 01:00:00",33.2,-3.0,-0.3,-1.3,-0.8,-0.6,26.4,,8.1
="2018-03-17 01:00:00",32.7,3.0,1.1,0.4,0.7,0.8,31.7,,18.5
="2018-03-18 01:00:00",10.5,0.8,0.3,-0.2,0.5,0.2,8.5,,-3.3
="2018-03-19 01:00:00",14.1,-13.1,-2.4,-4.2,-3.5,-3.1,-1.1,,-16.2
="2018-03-20 01:00:00",9.2,-3.2,-0.5,-1.2,-0.8,-0.8,3.1,,-12.3
="2018-03-21 01:00:00",8.0,-4.0,-0.6,-1.7,-1.0,-0.7,0.7,,-16.8
="2018-03-22 01:00:00",2.8,-3.5,-0.6,-1.0,-0.9,-0.9,-3.3,,-21.7
="2018-03-23 01:00:00",9.4,-3.2,-0.2,-1.4,-0.8,-0.8,3.3,,-13.8
="2018-03-24 01:00:00",7.6,-2.9,-0.4,-1.2,-0.7,-0.7,1.7,,-13.8
="2018-03-25 01:00:00",13.0,1.2,0.3,0.2,0.3,0.3,11.1,,-6.7
="2018-03-26 01:00:00",8.4,-4.8,-0.8,-1.9,-1.0,-1.1,1.1,,-18.1
="2018-03-27 01:00:00",17.0,-3.1,-0.3,-1.3,-0.9,-0.6,11.0,,-10.5
="2018-03-28 01:00:00",31.7,-3.5,-0.5,-1.2,-0.9,-0.9,24.9,,8.0
="2018-03-29 01:00:00",8.3,-2.6,-0.3,-1.2,-0.7,-0.5,2.5,,-18.2
="2018-03-30 01:00:00",40.8,-2.9,-0.3,-1.1,-0.7,-0.8,34.4,,22.0
="2018-03-31 01:00:00",41.9,3.2,1.1,0.4,0.8,0.8,41.5,,28.6
="2018-04-01 01:00:00",44.9,-8.9,-1.9,-2.7,-2.1,-2.1,32.6,,19.1
="2018-04-02 01:00:00",50.2,-2.5,-0.2,-1.1,-0.6,-0.6,43.8,,30.1
="2018-04-03 01:00:00",18.1,-3.3,-0.5,-1.2,-0.9,-0.8,11.7,,-5.4
="2018-04-04 01:00:00",19.4,-2.1,-0.2,-0.9,-0.5,-0.5,14.0,,-8.9
="2018-04-05 01:00:00",-0.0,-3.6,-0.4,-1.7,-0.8,-0.8,-6.6,,-26.1
="2018-04-06 01:00:00",20.8,-2.6,-0.1,-1.0,-0.8,-0.7,15.1,,-1.2
="2018-04-07 01:00:00",11.5,-2.9,-0.5,-1.0,-0.7,-0.7,5.5,,-8.3
="2018-04-08 01:00:00",14.4,-3.2,-0.4,-1.2,-0.8,-0.8,7.9,,-3.4
="2018-04-09 01:00:00",31.2,-2.6,-0.3,-1.4,-0.5,-0.5,25.1,,7.1
="2018-04-10 01:00:00",36.9,-2.4,-0.5,-0.7,-0.6,-0.6,30.9,,14.4
="2018-04-11 01:00:00",8.5,-2.8,-0.2,-1.2,-0.7,-0.7,2.5,,-17.6
="2018-04-12 01:00:00",43.9,-3.5,-0.7,-1.3,-0.8,-0.7,36.8,,17.1
="2018-04-13 01:00:00",-0.0,-2.8,-0.1,-1.9,-0.4,-0.4,-5.7,,-26.3
="2018-04-14 01:00:00",26.3,2.1,0.7,0.4,0.5,0.5,25.0,,10.5
="2018-04-15 01:00:00",0.0,13.1,3.9,0.5,4.9,3.9,10.9,,0.0
="2018-04-16 01:00:00",13.0,-21.5,-4.7,-5.6,-5.7,-5.6,-12.1,,-40.0
="2018-04-17 01:00:00",24.0,-1.1,-0.2,-0.3,-0.3,-0.3,19.3,,-0.2
="2018-04-18 01:00:00",42.1,-2.0,-0.4,-0.6,-0.5,-0.5,36.6,,18.8
="2018-04-19 01:00:00",48.3,-1.4,-0.2,-0.4,-0.4,-0.4,43.2,,24.5
="2018-04-20 01:00:00",25.8,-2.3,-0.3,-0.7,-0.6,-0.6,19.9,,5.2
="2018-04-21 01:00:00",54.8,-3.0,-0.4,-1.1,-0.7,-0.8,47.8,,34.8
="2018-04-22 01:00:00",52.9,-2.6,-0.3,-1.0,-0.5,-0.7,46.4,,32.5
="2018-04-23 01:00:00",31.6,-4.0,-0.3,-2.5,-0.5,-0.7,24.1,,6.8
="2018-04-24 01:00:00",53.7,-1.8,-0.3,-0.5,-0.6,-0.4,48.2,,30.2
="2018-04-25 01:00:00",59.8,-2.4,-0.5,-0.8,-0.6,-0.6,53.7,,33.3
="2018-04-26 01:00:00",32.7,-2.2,-0.1,-1.3,-0.4,-0.4,27.7,,9.1
="2018-04-27 01:00:00",56.9,-3.0,-0.6,-0.8,-0.8,-0.7,50.3,,29.3
="2018-04-28 01:00:00",-0.0,-2.0,-0.2,-0.7,-0.5,-0.6,-5.1,,-22.2
="2018-04-29 01:00:00",12.5,1.2,0.4,0.2,0.3,0.3,10.1,,-4.3
="2018-04-30 01:00:00",18.1,-4.0,-0.8,-1.2,-1.0,-0.9,10.8,,-11.0
="2018-05-01 01:00:00",41.6,-2.9,-0.4,-1.0,-0.7,-0.8,35.5,,17.5
="2018-05-02 01:00:00",58.3,-2.5,-0.3,-0.9,-0.6,-0.6,52.3,,35.4
="2018-05-03 01:00:00",51.9,-2.4,-0.5,-0.8,-0.6,-0.6,46.1,,26.7
="2018-05-04 01:00:00",19.8,-2.8,-0.4,-1.0,-0.7,-0.7,14.3,,-0.6
="2018-05-05 01:00:00",60.8,-2.4,-0.5,-0.8,-0.6,-0.6,54.7,,37.1
="2018-05-06 01:00:00",46.1,-3.3,-0.5,-1.7,-0.6,-0.6,39.6,,26.0
="2018-05-07 01:00:00",48.3,-2.3,-0.3,-0.7,-0.6,-0.7,42.4,,26.8
="2018-05-08 01:00:00",47.7,-1.8,-0.3,-0.6,-0.4,-0.4,42.1,,22.3
="2018-05-09 01:00:00",32.3,-2.6,-0.4,-0.9,-0.6,-0.6,26.3,,6.7
="2018-05-10 01:00:00",40.3,-2.7,-0.3,-1.0,-0.7,-0.7,33.9,,17.5
="2018-05-11 01:00:00",57.3,-2.3,-0.4,-0.8,-0.5,-0.5,51.1,,32.2
="2018-05-12 01:00:00",62.8,-3.2,-0.5,-1.4,-0.8,-0.5,55.8,,32.6
="2018-05-13 01:00:00",60.3,-1.4,-0.3,-0.4,-0.3,-0.4,55.4,,40.1
="2018-05-14 01:00:00",37.4,0.1,0.1,-0.3,0.1,0.1,36.2,,12.3
="2018-05-15 01:00:00",61.0,-2.5,-0.5,-0.7,-0.7,-0.7,55.6,,34.0
="2018-05-16 01:00:00",44.0,-2.4,-0.4,-0.9,-0.6,-0.5,38.1,,20.6
="2018-05-17 01:00:00",30.7,-2.7,-0.5,-0.8,-0.6,-0.7,24.9,,9.8
="2018-05-18 01:00:00",39.9,-2.9,-0.3,-1.0,-0.8,-0.8,33.9,,17.6
="2018-05-19 01:00:00",28.6,-2.5,-0.5,-0.9,-0.6,-0.6,22.9,,9.3
="2018-05-20 01:00:00",34.1,-2.6,-0.6,-0.8,-0.6,-0.6,28.0,,14.6
="2018-05-21 01:00:00",42.9,-2.4,-0.3,-1.0,-0.6,-0.6,37.0,,24.7
="2018-05-22 01:00:00",50.3,-2.0,-0.4,-0.7,-0.5,-0.4,45.8,,25.4
="2018-05-23 01:00:00",60.7,-2.4,-0.3,-1.1,-0.7,-0.4,55.6,,36.2
="2018-05-24 01:00:00",25.3,-1.2,-0.3,-0.5,-0.1,-0.3,21.7,,8.2
="2018-05-25 01:00:00",55.3,-8.1,-1.8,-2.3,-2.0,-2.1,44.8,,28.1
="2018-05-26 01:00:00",47.0,-2.5,-0.6,-0.8,-0.6,-0.6,40.8,,21.3
="2018-05-27 01:00:00",50.9,-1.0,-0.2,-0.3,-0.2,-0.2,46.0,,29.5
="2018-05-28 01:00:00",43.4,-1.8,-0.3,-0.6,-0.5,-0.4,37.9,,18.8
="2018-05-29 01:00:00",44.5,-2.7,-0.4,-1.3,-0.5,-0.5,38.5,,20.9
="2018-05-30 01:00:00",49.4,-2.7,-0.3,-0.8,-0.8,-0.7,43.2,,25.6
="2018-05-31 01:00:00",51.9,-2.2,-0.5,-0.7,-0.5,-0.5,46.1,,27.1
="2018-06-01 01:00:00",28.5,-2.9,-0.4,-1.0,-0.8,-0.7,22.3,,1.0
="2018-06-02 01:00:00",33.2,-2.2,-0.4,-0.8,-0.5,-0.5,27.6,,15.2
="2018-06-03 01:00:00",17.0,-2.6,-0.4,-0.9,-0.6,-0.6,11.4,,-4.1
="2018-06-04 01:00:00",34.3,-2.8,-0.5,-1.2,-0.7,-0.5,27.9,,10.2
="2018-06-05 01:00:00",20.3,-2.3,-0.3,-0.8,-0.5,-0.7,15.0,,0.4
="2018-06-06 01:00:00",30.4,1.7,0.5,0.3,0.4,0.4,29.7,,15.6
="2018-06-07 01:00:00",20.1,-5.8,-1.1,-2.0,-1.3,-1.4,12.5,,-4.0
="2018-06-08 01:00:00",-0.0,10.5,2.9,2.2,2.9,2.5,7.4,,-9.5
="2018-06-09 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-18.0
="2018-06-10 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-18.0
="2018-06-11 01:00:00",37.5,-14.4,-3.6,-3.6,-3.7,-3.5,22.0,,3.7
="2018-06-12 01:00:00",25.2,-2.9,-0.4,-1.0,-1.0,-0.5,20.3,,2.5
="2018-06-13 01:00:00",20.4,-5.2,-0.6,-2.0,-1.9,-0.7,12.9,,-4.6
="2018-06-14 01:00:00",26.5,-3.8,-0.7,-1.3,-1.1,-0.7,20.3,,4.7
="2018-06-15 01:00:00",49.8,-3.3,-0.6,-1.1,-1.0,-0.7,43.7,,26.7
="2018-06-16 01:00:00",41.3,-2.9,-0.3,-1.3,-1.1,-0.3,36.2,,23.0
="2018-06-17 01:00:00",25.2,-1.6,-0.4,-0.4,-0.4,-0.4,22.3,,8.5
="2018-06-18 01:00:00",27.5,-2.8,-0.5,-1.0,-0.8,-0.6,23.2,,5.5
="2018-06-19 01:00:00",32.3,-1.8,-0.2,-0.6,-0.7,-0.3,29.0,,10.9
="2018-06-20 01:00:00",46.5,-2.4,-0.4,-0.8,-0.8,-0.4,42.4,,24.0
="2018-06-21 01:00:00",46.8,-4.9,-0.8,-1.6,-1.5,-0.9,39.4,,21.4
="2018-06-22 01:00:00",14.4,-4.3,-0.8,-1.4,-1.4,-0.8,7.2,,-10.4
="2018-06-23 01:00:00",35.6,-3.7,-0.7,-1.1,-1.1,-0.9,29.4,,16.3
="2018-06-24 01:00:00",42.6,-1.2,-0.0,-0.5,-0.5,-0.2,38.0,,19.7
="2018-06-25 01:00:00",58.6,-1.4,-0.3,-0.4,-0.4,-0.2,53.4,,33.4
="2018-06-26 01:00:00",54.4,-3.9,-0.6,-1.4,-1.3,-0.6,47.7,,29.2
="2018-06-27 01:00:00",46.6,-3.1,-0.6,-1.2,-0.9,-0.4,41.1,,25.1
="2018-06-28 01:00:00",17.8,-3.4,-0.3,-1.2,-1.2,-0.8,12.2,,-4.6
="2018-06-29 01:00:00",16.6,-3.5,-0.8,-1.0,-1.0,-0.8,10.7,,-4.3
="2018-06-30 01:00:00",14.6,-1.3,0.1,-0.7,-0.6,-0.1,10.8,,-0.3
="2018-07-01 01:00:00",38.3,-4.8,-0.8,-1.6,-1.5,-1.0,30.7,,19.9
="2018-07-02 01:00:00",50.2,-3.2,-0.6,-1.0,-1.0,-0.6,44.2,,30.8
="2018-07-03 01:00:00",50.8,-4.3,-0.7,-1.7,-1.2,-0.7,44.2,,29.8
="2018-07-04 01:00:00",30.3,-3.1,-0.4,-1.1,-1.1,-0.5,25.4,,7.4
="2018-07-05 01:00:00",25.2,-2.9,-0.5,-1.0,-1.0,-0.4,20.8,,1.9
="2018-07-06 01:00:00",33.4,-3.6,-0.6,-1.2,-1.1,-0.6,28.0,,9.7
="2018-07-07 01:00:00",30.8,-2.2,-0.4,-0.6,-0.6,-0.6,27.0,,10.3
="2018-07-08 01:00:00",44.2,-2.2,-0.3,-0.8,-0.7,-0.4,40.5,,28.8
="2018-07-09 01:00:00",28.2,-3.1,-0.5,-1.1,-1.0,-0.5,22.9,,8.8
="2018-07-10 01:00:00",23.1,-3.7,-0.6,-1.3,-1.3,-0.6,17.2,,2.8
="2018-07-11 01:00:00",39.9,-3.7,-0.6,-1.3,-1.1,-0.7,34.3,,11.3
="2018-07-12 01:00:00",34.4,-1.5,-0.3,-0.5,-0.4,-0.3,31.8,,15.5
="2018-07-13 01:00:00",33.4,-6.6,-1.1,-2.2,-2.0,-1.2,26.8,,10.4
="2018-07-14 01:00:00",30.4,-4.1,-0.7,-1.6,-1.1,-0.8,26.1,,11.4
="2018-07-15 01:00:00",18.9,-3.4,-0.6,-1.2,-1.0,-0.6,15.3,,2.8
="2018-07-16 01:00:00",28.2,-4.1,-0.9,-1.4,-1.1,-0.8,24.0,,5.6
="2018-07-17 01:00:00",37.2,-5.1,-0.8,-1.7,-1.4,-1.2,31.8,,15.8
="2018-07-18 01:00:00",35.1,-5.1,-1.1,-1.8,-1.2,-1.0,29.6,,14.6
="2018-07-19 01:00:00",36.6,-5.1,-0.9,-1.6,-1.5,-1.1,31.1,,14.5
="2018-07-20 01:00:00",48.5,-5.3,-1.1,-2.0,-1.4,-0.9,42.5,,26.7
="2018-07-21 01:00:00",37.3,1.2,0.6,0.0,0.3,0.3,37.9,,23.7
="2018-07-22 01:00:00",30.5,-6.5,-1.2,-2.1,-1.8,-1.4,23.9,,13.3
="2018-07-23 01:00:00",25.0,-7.6,-1.6,-2.4,-2.0,-1.6,17.4,,-0.3
="2018-07-24 01:00:00",24.2,-4.4,-0.7,-1.5,-1.2,-0.9,19.8,,2.7
="2018-07-25 01:00:00",9.6,-2.9,-0.5,-1.0,-0.8,-0.6,6.6,,-6.8
="2018-07-26 01:00:00",21.5,0.7,0.2,0.2,0.2,0.2,21.9,,3.1
="2018-07-27 01:00:00",24.9,-3.0,-0.4,-0.9,-1.1,-0.6,21.9,,4.6
="2018-07-28 01:00:00",18.5,-1.7,-0.5,-0.4,-0.3,-0.5,16.5,,4.6
="2018-07-29 01:00:00",0.0,5.4,1.5,1.2,1.2,1.5,5.2,,-5.7
="2018-07-30 01:00:00",18.6,-5.6,-1.4,-1.4,-1.4,-1.4,13.2,,-4.8
="2018-07-31 01:00:00",27.9,-6.6,-1.6,-1.7,-1.7,-1.6,21.6,,10.1
="2018-08-01 01:00:00",34.1,-3.8,-0.6,-1.0,-1.2,-1.0,30.6,,16.0
="2018-08-02 01:00:00",28.3,-5.2,-0.9,-1.4,-1.5,-1.3,23.3,,9.9
="2018-08-03 01:00:00",32.8,-5.3,-0.9,-1.5,-1.6,-1.3,27.6,,12.4
="2018-08-04 01:00:00",18.1,-2.5,-0.5,-0.7,-0.7,-0.7,15.5,,6.1
="2018-08-05 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.3
="2018-08-06 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-7.1
="2018-08-07 01:00:00",43.2,-2.6,-0.4,-0.8,-1.0,-0.4,39.2,,23.6
="2018-08-08 01:00:00",36.3,-2.2,-0.5,-0.7,-0.6,-0.4,32.8,,17.5
="2018-08-09 01:00:00",4.7,-3.1,0.2,-0.9,-1.2,-1.2,1.3,,-13.0
="2018-08-10 01:00:00",43.0,-2.9,-0.9,-0.8,-0.7,-0.4,38.3,,26.7
="2018-08-11 01:00:00",15.8,-2.3,-0.3,-0.8,-0.7,-0.5,10.7,,-2.2
="2018-08-12 01:00:00",22.7,-3.3,-0.5,-1.2,-1.0,-0.6,16.6,,6.1
="2018-08-13 01:00:00",38.9,-2.9,-0.5,-0.9,-0.8,-0.8,33.2,,18.8
="2018-08-14 01:00:00",20.7,-3.6,-0.7,-1.3,-0.9,-0.7,15.1,,0.1
="2018-08-15 01:00:00",29.4,-2.8,-0.4,-1.0,-0.9,-0.6,24.2,,10.9
="2018-08-16 01:00:00",40.6,-2.7,-0.4,-1.2,-0.7,-0.5,35.1,,21.0
="2018-08-17 01:00:00",45.6,-1.9,-0.3,-0.6,-0.6,-0.4,40.6,,26.1
="2018-08-18 01:00:00",27.5,0.0,0.0,0.0,0.0,-0.0,24.3,,14.2
="2018-08-19 01:00:00",22.1,-0.0,-0.0,0.0,0.0,0.0,19.5,,7.7
="2018-08-20 01:00:00",1.7,-0.0,-0.0,-0.0,-0.0,-0.0,1.6,,-14.2
="2018-08-21 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-11.8
="2018-08-22 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-13.7
="2018-08-23 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-9.2
="2018-08-24 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.2
="2018-08-25 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-8.9
="2018-08-26 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-7.4
="2018-08-27 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-9.5
="2018-08-28 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-10.7
="2018-08-29 01:00:00",16.0,-7.6,-1.1,-2.5,-2.2,-1.7,7.4,,-4.5
="2018-08-30 01:00:00",34.8,-2.6,-0.4,-0.9,-0.8,-0.5,29.3,,15.1
="2018-08-31 01:00:00",37.9,-2.9,-0.4,-1.0,-0.8,-0.6,32.1,,18.1
="2018-09-01 01:00:00",41.8,-3.0,-0.4,-1.1,-0.9,-0.6,35.6,,22.3
="2018-09-02 01:00:00",44.4,-2.8,-0.4,-1.0,-0.9,-0.6,38.5,,26.3
="2018-09-03 01:00:00",39.2,-3.0,-0.6,-1.0,-0.8,-0.6,33.1,,20.3
="2018-09-04 01:00:00",49.4,-3.2,-0.4,-1.1,-1.0,-0.7,43.0,,24.4
="2018-09-05 01:00:00",35.6,-2.0,-0.4,-0.6,-0.5,-0.4,31.7,,15.1
="2018-09-06 01:00:00",26.9,-1.9,-0.1,-0.8,-0.7,-0.3,23.5,,6.0
="2018-09-07 01:00:00",21.4,-2.5,-0.4,-0.9,-0.7,-0.5,16.0,,-4.5
="2018-09-08 01:00:00",21.7,-2.8,-0.3,-1.1,-0.8,-0.5,16.0,,0.4
="2018-09-09 01:00:00",6.4,-2.8,-0.4,-1.0,-0.8,-0.6,0.8,,-12.6
="2018-09-10 01:00:00",16.5,-3.2,-0.4,-1.2,-1.0,-0.6,10.6,,-8.7
="2018-09-11 01:00:00",17.6,-2.8,-0.5,-0.9,-0.7,-0.7,12.1,,-8.2
="2018-09-12 01:00:00",23.2,-3.2,-0.2,-1.2,-1.0,-0.7,17.3,,2.0
="2018-09-13 01:00:00",21.4,-3.0,-0.6,-0.9,-0.8,-0.6,15.8,,-4.4
